duration,protocol,src_port,dst_port,fwd_tot_pkt,fwd_tot_byte,bwd_tot_pkt,bwd_tot_byte,fwd_pkt_size_mean,fwd_pkt_size_std,fwd_pkt_size_skewness,fwd_pkt_size_kurtosis,fwd_pkt_size_min,fwd_pkt_size_max,bwd_pkt_size_mean,bwd_pkt_size_std,bwd_pkt_size_skewness,bwd_pkt_size_kurtosis,bwd_pkt_size_min,bwd_pkt_size_max,fwd_iat_mean,fwd_iat_std,fwd_iat_skewness,fwd_iat_kurtosis,fwd_iat_min,fwd_iat_max,bwd_iat_mean,bwd_iat_std,bwd_iat_skewness,bwd_iat_kurtosis,bwd_iat_min,bwd_iat_max,fwd_FIN_cnt,fwd_SYN_cnt,fwd_RST_cnt,fwd_PUSH_cnt,fwd_ACK_cnt,fwd_URG_cnt,fwd_CWE_cnt,fwd_ECE_cnt,bwd_FIN_cnt,bwd_SYN_cnt,bwd_RST_cnt,bwd_PUSH_cnt,bwd_ACK_cnt,bwd_URG_cnt,bwd_CWE_cnt,bwd_ECE_cnt
108.64303799999999,TCP,21,35617,12,826,10,568,68.83333333333334,11.731960146918711,0.9702022989460944,-0.43644554777049915,60,94,56.800000000000004,5.6178287620752565,1.523666202728561,0.36026736447445273,54,69,0.24310066666666724,0.8042586551614196,3.015105880492949,7.09088169720178,0.0,2.910523,10.572582999999998,31.717441333619064,2.666666666576581,5.111111110830841,5.999999999062311e-06,105.724907,0,0,0,12,6,2,1,0,0,0,0,7,2,3,0,1
133.02938,TCP,42271,21,11,644,12,822,58.54545454545455,7.524066071475842,1.1152005649868735,-0.6072513186637543,54,74,68.5,11.463710859345095,1.1501652354290572,-0.08911472744095361,60,94,11.809814000000003,37.345604558516925,2.8460498940737415,6.099999999737575,0.0,129.906985,0.26011883333333263,0.8603948233958092,3.0151072332234135,7.090886597834523,1.1999999998124622e-05,3.1137240000000004,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
132.930115,TCP,39263,21,12,698,14,944,58.16666666666667,7.312470322826769,1.2491263185965504,-0.2863889357395859,54,74,67.42857142857143,10.991648035240766,1.3497612313034189,0.47053232286340263,60,94,10.893898999999998,36.130842520566524,3.0151134457651456,7.090909090863898,0.0,130.726347,0.1573805000000029,0.5663776835900409,3.3281995834111324,9.076916592120075,3.999999989900971e-06,2.199484,0,0,0,7,2,4,1,1,0,0,0,14,6,3,1,1
133.232203,TCP,42711,21,14,804,18,1180,57.42857142857143,6.705160972972192,1.5481001463388149,0.6487097506000672,54,74,65.55555555555554,10.188349676753466,1.7858892114264857,1.83021290040476,60,94,9.305562785714283,33.55143304666751,3.328201177277134,9.076923076621078,0.0,130.276975,0.16412911111111325,0.6748614936459087,3.8805590308667903,13.058770277788998,3.999999989900971e-06,2.9466520000000003,0,0,0,7,2,6,1,1,0,0,0,18,8,5,1,1
132.791793,TCP,44009,21,11,645,12,830,58.63636363636363,7.654739794553049,1.0964447293716386,-0.6799148963259016,54,74,69.16666666666667,11.929189224568262,0.8700624687508854,-0.6776336287011593,60,94,11.826668,37.39892214098143,2.846049894080759,6.099999999761243,0.0,130.092444,0.22487041666666754,0.7434184257370877,3.0151029004651835,7.090870901673966,8.000000008223651e-06,2.6905080000000012,0,0,0,7,2,3,1,1,0,0,0,12,5,2,1,1
132.597805,TCP,39413,21,11,641,12,826,58.27272727272727,7.186994682200863,1.2151039260086356,-0.25181465600000097,54,74,68.83333333333334,11.731960146918711,0.9702022989460944,-0.43644554777049915,60,94,11.814805818181824,37.361375843441,2.846049894058815,6.099999999687226,0.0,129.96185000000003,0.21957841666666444,0.7259680100388336,3.0151048143424677,7.0908778371110355,9.000000005698894e-06,2.6273400000000002,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
132.984421,TCP,39061,21,10,586,10,692,58.6,7.310266752998827,1.1155256975836632,-0.45239386496468237,54,74,69.2,12.43221621433604,0.9185712007830782,-0.7024934737600144,60,94,13.060602799999998,39.18154540020315,2.6666666666148156,5.111111110949796,0.0,130.60523899999998,0.2378392999999996,0.7118240796410379,2.666664143773206,5.111103258655339,0.00015199999998571911,2.373311000000001,0,0,0,7,2,2,1,1,0,0,0,10,5,1,1,0
133.107806,TCP,33365,21,11,642,12,830,58.36363636363637,7.289752798810711,1.174738262098496,-0.39108257608556407,54,74,69.16666666666667,11.929189224568262,0.8700624687508854,-0.6776336287011593,60,94,11.859621727272726,37.50310536212812,2.8460498940748638,6.0999999997413585,0.0,130.454854,0.22099725000000142,0.7305785569271019,3.015103582555466,7.090873373907714,1.2000000026546331e-05,2.64405,0,0,0,7,2,3,1,1,0,0,0,12,5,2,1,1
132.987661,TCP,38753,21,11,643,12,826,58.45454545454545,7.402255631208103,1.1413244253061103,-0.5104352217740553,54,74,68.83333333333334,11.731960146918711,0.9702022989460944,-0.43644554777049915,60,94,11.780464454545456,37.2529869939525,2.846049894145817,6.099999999980692,0.0,129.584753,0.2835459999999992,0.9393779250170478,3.015113049940805,7.090907658612437,9.000000005698894e-06,3.3991100000000003,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
132.60780200000002,TCP,45215,21,11,642,12,826,58.36363636363637,7.289752798810711,1.174738262098496,-0.39108257608556407,54,74,68.83333333333334,11.731960146918711,0.9702022989460944,-0.43644554777049915,60,94,11.817003000000001,37.36827682455505,2.846049894038661,6.099999999619243,0.0,129.98587,0.21839741666666662,0.7221252596831181,3.015104592169303,7.0908770327060235,8.000000008223651e-06,2.6134140000000023,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
132.993752,TCP,44597,21,11,642,12,816,58.36363636363637,7.289752798810711,1.174738262098496,-0.39108257608556407,54,74,68.0,11.69045194450012,1.1817023167218679,-0.09415823914336752,60,94,11.827131454545453,37.40038360195916,2.8460498940854793,6.099999999777166,0.0,130.09752899999998,0.24127550000000042,0.7979151802452122,3.01510620053326,7.090882857722608,1.0000000003174137e-05,2.8876589999999993,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
133.577285,TCP,32861,21,13,752,16,1066,57.846153846153854,7.112785388041128,1.372715768281949,0.0425259054067908,54,74,66.62500000000001,10.856305771301766,1.4023017686197286,0.6227448201920627,60,94,10.046317923076929,34.80120489275987,3.1754264804657732,8.083333333036308,0.0,130.601228,0.1859469999999965,0.7182963632338679,3.6147762082042507,11.066629728048666,0.0,2.9678949999999986,0,0,0,7,2,5,1,1,0,0,0,16,7,4,1,1
133.64371,TCP,39477,21,13,750,16,1066,57.69230769230769,6.887945047853425,1.4325126374387087,0.2956756813258963,54,74,66.62500000000001,10.856305771301766,1.4023017686197286,0.6227448201920627,60,94,10.020268923076918,34.71112641486662,3.1754264805366534,8.083333333309131,0.0,130.263138,0.21126337500000233,0.8173540886935763,3.614783875245418,11.066664065275484,4.00000001832268e-06,3.3768619999999956,0,0,0,7,2,5,1,1,0,0,0,16,7,4,1,1
133.025431,TCP,33919,21,11,644,12,812,58.54545454545455,7.524066071475842,1.1152005649868735,-0.6072513186637543,54,74,67.66666666666666,9.826268648655782,0.9520209854723053,-0.5914738711347645,60,88,11.86925636363636,37.53362746476447,2.8460498941037664,6.09999999983885,0.0,130.561008,0.20530091666666908,0.6785897044028701,3.01510210665021,7.090868026436928,3.000000000952241e-05,2.455925999999998,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
133.420307,TCP,35449,21,11,642,12,816,58.36363636363637,7.289752798810711,1.174738262098496,-0.39108257608556407,54,74,68.0,11.69045194450012,1.1817023167218679,-0.09415823914336752,60,94,11.86735536363636,37.52757518162795,2.8460498940822703,6.099999999766343,0.0,130.539968,0.23994983333333464,0.7934545467098126,3.0151058071537595,7.090881432897685,9.000000005698894e-06,2.8715390000000056,0,0,0,7,2,3,1,1,0,0,0,12,6,2,1,0
