duration,protocol,src_port,dst_port,fwd_tot_pkt,fwd_tot_byte,bwd_tot_pkt,bwd_tot_byte,fwd_pkt_size_mean,fwd_pkt_size_std,fwd_pkt_size_skewness,fwd_pkt_size_kurtosis,fwd_pkt_size_min,fwd_pkt_size_max,bwd_pkt_size_mean,bwd_pkt_size_std,bwd_pkt_size_skewness,bwd_pkt_size_kurtosis,bwd_pkt_size_min,bwd_pkt_size_max,fwd_iat_mean,fwd_iat_std,fwd_iat_skewness,fwd_iat_kurtosis,fwd_iat_min,fwd_iat_max,bwd_iat_mean,bwd_iat_std,bwd_iat_skewness,bwd_iat_kurtosis,bwd_iat_min,bwd_iat_max,fwd_FIN_cnt,fwd_SYN_cnt,fwd_RST_cnt,fwd_PUSH_cnt,fwd_ACK_cnt,fwd_URG_cnt,fwd_CWE_cnt,fwd_ECE_cnt,bwd_FIN_cnt,bwd_SYN_cnt,bwd_RST_cnt,bwd_PUSH_cnt,bwd_ACK_cnt,bwd_URG_cnt,bwd_CWE_cnt,bwd_ECE_cnt
123.768399,TCP,47602,80,13,1008,12,720,77.53846153846153,41.97914387776457,3.101687700478102,7.801318653646673,54,222,60.0,0.0,0,-3.0,60,60,9.520321230769232,7.007856623738555,-0.5201572743096508,-1.6817099954215735,0.0,15.019773000000015,0.00035191666666545274,0.00018485014576007368,0.2582989126683563,-0.464853981792674,5.499999999969418e-05,0.0007059999999938782,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76791600000001,TCP,47604,80,13,1007,12,720,77.46153846153847,41.98464075315636,3.1059370602212173,7.8184082303096485,54,222,60.0,0.0,0,-3.0,60,60,9.520322769230772,7.007887505307631,-0.5201505218869694,-1.6817227064051172,0.0,15.019833999999989,0.0003100000000001065,0.0001781525563478051,0.18431802538695574,-0.5413164001291562,3.0000000002416982e-05,0.000649999999993156,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76752400000001,TCP,47606,80,13,1010,12,720,77.6923076923077,41.931050758971914,3.1024301201305984,7.804904307287524,54,222,60.0,0.0,0,-3.0,60,60,9.520317923076922,7.007909472352369,-0.5201457138771506,-1.6817317544542492,0.0,15.019869999999997,0.00028258333333427055,0.00017840051304954455,0.15308167959724941,-0.8393728428880083,2.5999999998305157e-05,0.0006130000000013069,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76728,TCP,47608,80,13,1008,12,720,77.53846153846155,41.97914387776457,3.1016877004781023,7.801318653646671,54,222,60.0,0.0,0,-3.0,60,60,9.520295076923077,7.007939188979842,-0.5201359390486626,-1.6817501511038941,0.0,15.019899999999993,0.00028700000000044434,0.0001535572640192153,0.22650494687731676,-0.6503821564465881,4.699999999857596e-05,0.0005819999999943093,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76702399999999,TCP,47610,80,13,1007,12,720,77.46153846153847,41.98464075315636,3.105937060221217,7.81840823030965,54,222,60.0,0.0,0,-3.0,60,60,9.520288384615387,7.007960621960875,-0.520132033449236,-1.6817575016396367,0.0,15.019930000000016,0.00027291666666418024,0.00015293869050948214,-0.055596543524882275,-0.7316129222678636,3.900000000101045e-05,0.0005489999999923612,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76671400000001,TCP,47612,80,13,1007,12,720,77.46153846153847,42.00295847568429,3.101379416050837,7.7997616423406,54,222,60.0,0.0,0,-3.0,60,60,9.520274615384613,7.007974136917717,-0.5201275336062313,-1.6817659822156095,0.0,15.019974000000005,0.000262000000002575,0.0001647887536635864,0.301089621341534,-0.6838614317981189,4.100000000306636e-05,0.0005930000000091695,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.766519,TCP,47614,80,13,1009,12,720,77.61538461538461,41.955174727207755,3.1020378538379068,7.80303270926095,54,222,60.0,0.0,0,-3.0,60,60,9.520251846153844,7.007991142757439,-0.5201203884701373,-1.681779441274808,0.0,15.019897999999998,0.00027041666666901187,0.0001617845575316782,0.3440274299176558,-0.5238780535258782,4.0000000002038405e-05,0.0005789999999876727,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.766224,TCP,47616,80,13,1007,12,720,77.46153846153845,42.004789808590935,3.100889958837135,7.797932146460745,54,222,60.0,0.0,0,-3.0,60,60,9.520237615384616,7.008016418888438,-0.5201140573173031,-1.6817913596592364,0.0,15.019920999999997,0.0002612499999997316,0.00015405362973111016,0.30869251823721033,-0.5740258905643385,4.39999999990448e-05,0.0005539999999939482,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76595899999998,TCP,47618,80,13,1008,12,720,77.53846153846153,41.96081575912935,3.106256014526229,7.819985246587109,54,222,60.0,0.0,0,-3.0,60,60,9.520228,7.008035413982109,-0.5201088120623629,-1.6818012281615609,0.0,15.019956000000008,0.0002495833333332106,0.00014538194427986874,0.2245624879469107,-0.6630081401579786,3.200000000092018e-05,0.0005210000000062109,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
123.76571700000001,TCP,47620,80,13,1009,12,720,77.61538461538461,41.93683613307126,3.106616955462658,7.8217197076643945,54,222,60.0,0.0,0,-3.0,60,60,9.520229461538463,7.008055695401616,-0.5201038721127578,-1.681810520025489,0.0,15.020002999999988,0.0002278333333327609,0.0001368574887323746,0.21352316614231964,-1.0571489193613575,4.7999999999603915e-05,0.0004749999999944521,0,0,0,12,11,0,1,0,0,0,0,12,0,0,1,0
